,,LR,GBT,DClf,csAVG,csGEO,csMIN
roc_auc,22,0.94762,0.9781,0.504,0.73106,0.73512,0.65408
roc_auc,23,0.94916,0.96817,0.50588,0.75589,0.76012,0.66197
roc_auc,24,0.9487,0.97012,0.51632,0.74445,0.74811,0.66806
roc_auc,25,0.92127,0.95583,0.50212,0.72157,0.72585,0.65146
roc_auc,26,0.94382,0.96422,0.50481,0.74389,0.74792,0.66903
roc_auc,27,0.96206,0.98387,0.49151,0.73435,0.73928,0.63606
roc_auc,28,0.92461,0.95608,0.50331,0.72581,0.73056,0.64833
roc_auc,29,0.94873,0.96972,0.4981,0.73287,0.73718,0.64061
roc_auc,30,0.94788,0.9755,0.49453,0.73874,0.74273,0.64828
roc_auc,31,0.94907,0.97532,0.49675,0.74654,0.7498,0.68788
roc_auc,32,0.93691,0.96527,0.50625,0.73711,0.74097,0.66404
roc_auc,33,0.9529,0.9744,0.48869,0.71558,0.72035,0.64462
roc_auc,34,0.93369,0.95945,0.50776,0.74297,0.74767,0.64876
roc_auc,35,0.95163,0.97599,0.49803,0.74826,0.75188,0.66594
roc_auc,36,0.93268,0.96188,0.50245,0.73919,0.74262,0.66791
roc_auc,37,0.93807,0.9696,0.50958,0.73505,0.7392,0.67848
roc_auc,38,0.94195,0.96651,0.5036,0.72582,0.73033,0.62669
roc_auc,39,0.95427,0.97717,0.50931,0.74379,0.74817,0.65139
roc_auc,40,0.93196,0.95587,0.49664,0.72248,0.72794,0.62022
roc_auc,41,0.94591,0.97953,0.50596,0.71619,0.71999,0.64931
roc_auc,42,0.94451,0.96668,0.50414,0.74232,0.74589,0.66733
roc_auc,43,0.95087,0.97607,0.49413,0.76272,0.76702,0.68769
roc_auc,44,0.93254,0.97278,0.50111,0.70203,0.7066,0.61917
roc_auc,45,0.94918,0.97055,0.50468,0.7228,0.72707,0.65486
roc_auc,46,0.9508,0.96891,0.50098,0.73855,0.7433,0.64388
roc_auc,47,0.94065,0.97257,0.48782,0.7804,0.78336,0.70686
roc_auc,48,0.93502,0.97109,0.48992,0.69673,0.70154,0.61362
roc_auc,49,0.9345,0.96452,0.49515,0.725,0.7302,0.6336
roc_auc,50,0.94537,0.97369,0.49239,0.76376,0.76744,0.68094
roc_auc,51,0.95427,0.97057,0.5001,0.75853,0.76172,0.6976
roc_auc,52,0.94701,0.96473,0.48482,0.74519,0.74916,0.65721
roc_auc,53,0.95975,0.97366,0.48373,0.7284,0.73315,0.66413
roc_auc,54,0.93873,0.97244,0.5028,0.75388,0.75751,0.67091
roc_auc,55,0.92814,0.95652,0.50534,0.71647,0.72127,0.63241
roc_auc,56,0.946,0.96737,0.49292,0.74617,0.74972,0.65727
roc_auc,57,0.9508,0.98108,0.51287,0.74796,0.75251,0.66299
roc_auc,58,0.93831,0.97325,0.50561,0.73344,0.73705,0.66014
roc_auc,59,0.93798,0.96895,0.48755,0.71546,0.72043,0.64375
roc_auc,60,0.92135,0.9584,0.49305,0.75334,0.7573,0.6597
roc_auc,61,0.95748,0.97895,0.49596,0.72575,0.73029,0.65665
roc_auc,62,0.93143,0.96635,0.49098,0.72764,0.73142,0.65623
roc_auc,63,0.96228,0.97818,0.49991,0.73642,0.74086,0.65143
roc_auc,64,0.92596,0.967,0.52366,0.72645,0.73087,0.6378
roc_auc,65,0.95401,0.97365,0.49125,0.71434,0.71932,0.63038
roc_auc,66,0.95239,0.96726,0.49333,0.74728,0.75094,0.67165
roc_auc,67,0.93669,0.9724,0.49453,0.75555,0.75941,0.68529
roc_auc,68,0.93885,0.96447,0.50223,0.74218,0.74537,0.66566
